,Year,cume,Country,Million tonnes of carbon dioxide
1085,1987,2106.1210016469818,Ukraine,709.9002911048674
1086,1988,2792.3024183812304,Ukraine,686.1814167342487
1087,1989,3445.194791561136,Ukraine,652.8923731799056
1088,1990,4207.141989597785,Ukraine,761.9471980366495
1089,1991,4915.283537940932,Ukraine,708.1415483431459
1090,1992,5518.868698151362,Ukraine,603.5851602104309
1091,1993,6038.769585023017,Ukraine,519.9008868716539
1092,1994,6470.494440634932,Ukraine,431.7248556119159
1093,1995,6893.612637783202,Ukraine,423.1181971482707
1094,1996,7260.093371646171,Ukraine,366.48073386296807
1095,1997,7612.796819866179,Ukraine,352.703448220008
1096,1998,7953.782996064533,Ukraine,340.98617619835403
1097,1999,8288.8226784708,Ukraine,335.0396824062673
1098,2000,8624.73020775721,Ukraine,335.9075292864088
1099,2001,8954.05285890312,Ukraine,329.3226511459105
1100,2002,9283.319614242031,Ukraine,329.26675533891137
1101,2003,9619.950024679567,Ukraine,336.63041043753543
1102,2004,9937.463717652226,Ukraine,317.5136929726594
1103,2005,10252.92049052791,Ukraine,315.4567728756836
1104,2006,10577.30956140667,Ukraine,324.38907087875987
1105,2007,10904.76966438015,Ukraine,327.46010297348073
1106,2008,11221.933335140251,Ukraine,317.1636707601009
1107,2009,11494.30818442017,Ukraine,272.3748492799196
1108,2010,11783.008808302826,Ukraine,288.70062388265563
1109,2011,12086.236128612825,Ukraine,303.2273203099997
1110,2012,12385.287661544544,Ukraine,299.05153293171725
1111,2013,12671.76624545955,Ukraine,286.47858391500716
1112,2014,12918.608018245604,Ukraine,246.84177278605495
1113,2015,13113.739734523531,Ukraine,195.1317162779263
1114,2016,13329.363484412306,Ukraine,215.62374988877525
1115,2017,13517.214117466854,Ukraine,187.8506330545477
1116,2018,13715.88857907845,Ukraine,198.67446161159518
1117,2019,13901.404464957559,Ukraine,185.51588587910976
1118,2020,14074.317260207334,Ukraine,172.9127952497747
1119,2021,14242.173629088773,Ukraine,167.8563688814389
1120,1965,688.0980406031665,United Kingdom,688.0980406031665
1121,1966,1369.045005056002,United Kingdom,680.9469644528356
1122,1967,2039.1424468464893,United Kingdom,670.0974417904872
1123,1968,2728.8854569958557,United Kingdom,689.7430101493665
1124,1969,3436.511189842318,United Kingdom,707.6257328464621
1125,1970,4161.05371286212,United Kingdom,724.5425230198025
1126,1971,4858.481413576833,United Kingdom,697.4277007147128
1127,1972,5549.018224597633,United Kingdom,690.5368110207997
1128,1973,6277.6957725693355,United Kingdom,728.6775479717029
1129,1974,6952.93345759664,United Kingdom,675.2376850273045
1130,1975,7588.889195491328,United Kingdom,635.9557378946872
1131,1976,8234.618781506324,United Kingdom,645.7295860149967
1132,1977,8888.658646907514,United Kingdom,654.0398654011897
1133,1978,9526.449463092604,United Kingdom,637.7908161850906
1134,1979,10191.666524943033,United Kingdom,665.2170618504288
1135,1980,10798.202778624369,United Kingdom,606.5362536813349
1136,1981,11383.037217861516,United Kingdom,584.8344392371487
1137,1982,11950.281555131007,United Kingdom,567.2443372694892
1138,1983,12512.73573622192,United Kingdom,562.4541810909149
1139,1984,13051.352287505864,United Kingdom,538.6165512839434
1140,1985,13623.991957073433,United Kingdom,572.6396695675679
1141,1986,14214.796516325405,United Kingdom,590.8045592519723
1142,1987,14809.106504106521,United Kingdom,594.3099877811163
1143,1988,15403.370847963624,United Kingdom,594.2643438571038
1144,1989,15987.675463672584,United Kingdom,584.3046157089587
1145,1990,16582.85786604996,United Kingdom,595.1824023773752
1146,1991,17188.341704398594,United Kingdom,605.4838383486351
1147,1992,17776.92290289326,United Kingdom,588.5811984946652
1148,1993,18351.554179977695,United Kingdom,574.6312770844356
1149,1994,18912.92082253509,United Kingdom,561.3666425573931
1150,1995,19471.722764964066,United Kingdom,558.8019424289773
1151,1996,20051.096601117082,United Kingdom,579.373836153017
1152,1997,20610.952889090808,United Kingdom,559.8562879737267
1153,1998,21171.702707883847,United Kingdom,560.7498187930402
1154,1999,21722.925729261995,United Kingdom,551.2230213781464
1155,2000,22288.642480897088,United Kingdom,565.7167516350927
1156,2001,22864.164272491347,United Kingdom,575.5217915942578
1157,2002,23420.841093811396,United Kingdom,556.6768213200502
1158,2003,23988.62715744874,United Kingdom,567.7860636373441
1159,2004,24561.863163741185,United Kingdom,573.2360062924454
1160,2005,25141.005165102695,United Kingdom,579.1420013615116
1161,2006,25722.699473032026,United Kingdom,581.6943079293295
1162,2007,26292.866746512118,United Kingdom,570.1672734800932
1163,2008,26853.282800191326,United Kingdom,560.4160536792045
1164,2009,27365.99854662504,United Kingdom,512.7157464337164
1165,2010,27894.531546642957,United Kingdom,528.5330000179154
1166,2011,28388.516198915262,United Kingdom,493.98465227230633
1167,2012,28898.697458304418,United Kingdom,510.1812593891564
1168,2013,29396.715784104963,United Kingdom,498.0183258005445
1169,2014,29852.79251681607,United Kingdom,456.07673271110536
1170,2015,30290.558745739156,United Kingdom,437.7662289230881
1171,2016,30704.154126176323,United Kingdom,413.5953804371653
1172,2017,31105.412970719397,United Kingdom,401.2588445430764
1173,2018,31498.883553484957,United Kingdom,393.4705827655592
1174,2019,31876.372316370256,United Kingdom,377.4887628852978
1175,2020,32193.27914881988,United Kingdom,316.9068324496263
1176,2021,32530.95385151544,United Kingdom,337.674702695562
