,Year,Cumulative global emissions,cume,Country,Million tonnes of carbon dioxide,ranked,pct
600,1995,21463.942458949707,19471.722764964066,United Kingdom,558.8019424289773,8.0,0.026034450264563424
601,1996,22062.89643347672,20051.096601117082,United Kingdom,579.373836153017,8.0,0.026260098618507543
602,1997,22204.1288262245,20610.952889090808,United Kingdom,559.8562879737267,8.0,0.025214062319459277
603,1998,22260.472883029448,21171.702707883847,United Kingdom,560.7498187930402,8.0,0.02519038215133942
604,1999,22556.99387282719,21722.925729261995,United Kingdom,551.2230213781464,8.0,0.024436900789433898
605,2000,23069.955730710037,22288.642480897088,United Kingdom,565.7167516350927,8.0,0.024521796150741088
606,2001,23358.915198294562,22864.164272491347,United Kingdom,575.5217915942578,8.0,0.024638207155967446
607,2002,23900.876789866597,23420.841093811396,United Kingdom,556.6768213200502,8.0,0.023291062759507965
608,2003,25085.058243243737,23988.62715744874,United Kingdom,567.7860636373441,8.0,0.02263443274205944
609,2004,26397.309142709997,24561.863163741185,United Kingdom,573.2360062924454,8.0,0.02171569849007708
610,2005,27455.05955427274,25141.005165102695,United Kingdom,579.1420013615116,8.0,0.021094181209721022
611,2006,28316.292827953377,25722.699473032026,United Kingdom,581.6943079293295,8.0,0.02054274235203171
612,2007,29344.75498252213,26292.866746512118,United Kingdom,570.1672734800932,8.0,0.019429955159608162
613,2008,29606.081556748075,26853.282800191326,United Kingdom,560.4160536792045,8.0,0.018929085654412436
614,2009,28966.792092613676,27365.99854662504,United Kingdom,512.7157464337164,8.0,0.017700121739212375
615,2010,30301.741784820064,27894.531546642957,United Kingdom,528.5330000179154,8.0,0.01744233066769412
616,2011,31194.973024475086,28388.516198915262,United Kingdom,493.98465227230633,8.0,0.015835392833477808
617,2012,31530.749508551926,28898.697458304418,United Kingdom,510.1812593891564,8.0,0.01618043552218074
618,2013,32010.37744731882,29396.715784104963,United Kingdom,498.0183258005445,8.0,0.015558027287249572
619,2014,32119.310836364788,29852.79251681607,United Kingdom,456.07673271110536,8.0,0.014199455742828241
620,2015,32128.2396330235,30290.558745739156,United Kingdom,437.7662289230881,8.0,0.013625590257149458
621,2016,32290.036368734018,30704.154126176323,United Kingdom,413.5953804371653,8.0,0.012808761678498566
622,2017,32649.346419607627,31105.412970719397,United Kingdom,401.2588445430764,8.0,0.012289950291381626
623,2018,33357.08931424396,31498.883553484957,United Kingdom,393.4705827655592,8.0,0.011795710922461738
624,2019,33290.92122968449,31876.372316370256,United Kingdom,377.4887628852978,8.0,0.01133909032678563
625,2020,31341.989193406283,32193.27914881988,United Kingdom,316.9068324496263,8.0,0.0101112546014245
626,2021,33139.76772360828,32530.95385151544,United Kingdom,337.674702695562,8.0,0.01018941066551313
